SeniorCitizenRelevel,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,AdditionalInternetServicesCount,StreamingServicesCount,MC_x_Additional,MC_x_Streaming
No,Yes,Yes,1,Fiber optic,Month-to-month,Yes,Mailed check,80.05,Yes,0,1,0.0,80.05
No,Yes,Yes,29,Fiber optic,Month-to-month,Yes,Electronic check,89.2,Yes,1,1,89.2,89.2
No,Yes,Yes,19,Fiber optic,Month-to-month,Yes,Electronic check,83.65,Yes,0,1,0.0,83.65
No,Yes,No,6,No,Month-to-month,No,Bank transfer (automatic),19.5,Yes,0,0,0.0,0.0
No,No,No,1,DSL,Month-to-month,No,Mailed check,51.25,Yes,1,0,51.25,0.0
No,No,No,1,DSL,Month-to-month,Yes,Electronic check,45.6,Yes,0,0,0.0,0.0
No,No,No,6,DSL,Month-to-month,Yes,Bank transfer (automatic),49.65,Yes,1,0,49.65,0.0
No,Yes,Yes,15,No,Month-to-month,Yes,Electronic check,20.0,Yes,0,0,0.0,0.0
No,Yes,No,25,DSL,Month-to-month,Yes,Bank transfer (automatic),34.0,Yes,0,1,0.0,34.0
Yes,Yes,No,10,Fiber optic,Month-to-month,Yes,Mailed check,92.5,Yes,3,1,277.5,92.5
No,Yes,Yes,13,Fiber optic,Month-to-month,No,Electronic check,88.35,Yes,0,2,0.0,176.7
No,Yes,Yes,49,Fiber optic,Two year,Yes,Bank transfer (automatic),107.95,Yes,3,2,323.85,215.9
Yes,No,No,1,Fiber optic,Month-to-month,Yes,Mailed check,74.45,Yes,0,0,0.0,0.0
No,No,No,37,DSL,Month-to-month,Yes,Electronic check,64.75,Yes,0,2,0.0,129.5
No,No,No,26,Fiber optic,Month-to-month,No,Electronic check,89.8,Yes,2,1,179.6,89.8
No,No,No,12,Fiber optic,One year,No,Mailed check,95.5,Yes,1,2,95.5,191.0
Yes,No,No,10,DSL,Month-to-month,Yes,Electronic check,29.65,Yes,1,0,29.65,0.0
No,Yes,Yes,5,Fiber optic,Month-to-month,Yes,Electronic check,84.5,Yes,2,0,169.0,0.0
No,No,No,18,Fiber optic,Month-to-month,Yes,Credit card (automatic),90.7,Yes,1,1,90.7,90.7
Yes,No,No,3,Fiber optic,Month-to-month,Yes,Electronic check,70.3,Yes,0,0,0.0,0.0
No,No,No,54,Fiber optic,One year,Yes,Bank transfer (automatic),103.95,Yes,2,2,207.9,207.9
No,No,No,10,Fiber optic,Month-to-month,Yes,Electronic check,74.75,Yes,0,0,0.0,0.0
No,No,No,1,DSL,Month-to-month,Yes,Electronic check,50.8,Yes,1,0,50.8,0.0
No,No,No,2,Fiber optic,Month-to-month,Yes,Electronic check,80.25,Yes,0,1,0.0,80.25
No,Yes,No,32,Fiber optic,Month-to-month,Yes,Electronic check,78.9,Yes,1,0,78.9,0.0
No,No,No,36,Fiber optic,Month-to-month,Yes,Electronic check,84.75,Yes,0,1,0.0,84.75
No,No,No,53,Fiber optic,Month-to-month,No,Bank transfer (automatic),85.45,Yes,0,1,0.0,85.45
No,Yes,Yes,1,No,Month-to-month,No,Mailed check,19.9,Yes,0,0,0.0,0.0
Yes,No,No,12,Fiber optic,Month-to-month,Yes,Electronic check,99.45,Yes,1,2,99.45,198.9
No,No,No,1,Fiber optic,Month-to-month,Yes,Electronic check,70.6,Yes,0,0,0.0,0.0
No,No,No,5,Fiber optic,Month-to-month,Yes,Credit card (automatic),81.0,Yes,0,1,0.0,81.0
No,No,No,6,Fiber optic,Month-to-month,Yes,Electronic check,84.85,Yes,1,1,84.85,84.85
Yes,No,No,26,Fiber optic,Month-to-month,Yes,Electronic check,89.15,Yes,1,1,89.15,89.15
Yes,Yes,No,1,DSL,Month-to-month,Yes,Electronic check,24.8,Yes,0,0,0.0,0.0
No,No,No,64,Fiber optic,One year,Yes,Credit card (automatic),105.65,Yes,2,2,211.3,211.3
No,No,No,13,Fiber optic,Month-to-month,Yes,Electronic check,80.85,Yes,0,1,0.0,80.85
No,Yes,No,9,Fiber optic,Month-to-month,No,Electronic check,89.45,Yes,0,2,0.0,178.9
No,No,No,10,DSL,Month-to-month,Yes,Credit card (automatic),72.15,Yes,0,2,0.0,144.3
No,No,No,2,DSL,Month-to-month,No,Electronic check,76.4,Yes,2,2,152.8,152.8
Yes,No,No,20,DSL,Month-to-month,Yes,Mailed check,61.6,Yes,0,1,0.0,61.6
No,Yes,No,9,Fiber optic,Month-to-month,Yes,Electronic check,79.9,Yes,2,0,159.8,0.0
Yes,No,No,32,Fiber optic,Month-to-month,Yes,Credit card (automatic),96.15,Yes,0,2,0.0,192.3
No,Yes,No,70,DSL,Two year,No,Credit card (automatic),65.3,Yes,3,0,195.89999999999998,0.0
No,No,No,1,No,Month-to-month,No,Mailed check,19.65,Yes,0,0,0.0,0.0
No,No,No,1,Fiber optic,Month-to-month,Yes,Mailed check,84.65,Yes,0,1,0.0,84.65
Yes,Yes,No,1,Fiber optic,Month-to-month,Yes,Electronic check,69.55,Yes,0,0,0.0,0.0
No,No,No,13,DSL,Month-to-month,Yes,Electronic check,31.05,Yes,1,0,31.05,0.0
No,No,No,7,DSL,Month-to-month,Yes,Mailed check,51.0,Yes,1,0,51.0,0.0
No,Yes,Yes,1,DSL,Month-to-month,Yes,Bank transfer (automatic),44.35,Yes,0,0,0.0,0.0
No,No,No,7,Fiber optic,Month-to-month,Yes,Electronic check,79.7,Yes,0,1,0.0,79.7
No,No,Yes,54,DSL,Month-to-month,Yes,Credit card (automatic),55.0,Yes,1,0,55.0,0.0
Yes,No,No,5,Fiber optic,Month-to-month,Yes,Mailed check,84.85,Yes,1,1,84.85,84.85
Yes,No,No,1,Fiber optic,Month-to-month,Yes,Electronic check,73.65,Yes,0,0,0.0,0.0
No,Yes,Yes,33,DSL,One year,Yes,Mailed check,73.9,Yes,2,2,147.8,147.8
No,Yes,No,55,Fiber optic,Month-to-month,Yes,Electronic check,77.75,Yes,1,0,77.75,0.0
Yes,Yes,No,6,Fiber optic,Month-to-month,Yes,Electronic check,84.35,Yes,0,1,0.0,84.35
No,No,No,8,Fiber optic,Month-to-month,No,Electronic check,84.95,Yes,1,1,84.95,84.95
No,No,No,11,Fiber optic,Month-to-month,Yes,Electronic check,73.85,Yes,1,0,73.85,0.0
No,Yes,Yes,49,DSL,One year,Yes,Bank transfer (automatic),51.8,Yes,1,2,51.8,103.6
Yes,Yes,No,1,DSL,Month-to-month,No,Electronic check,46.0,Yes,0,0,0.0,0.0
Yes,No,No,15,Fiber optic,Month-to-month,Yes,Electronic check,79.4,Yes,0,1,0.0,79.4
Yes,Yes,No,16,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),71.8,Yes,0,0,0.0,0.0
Yes,Yes,No,44,Fiber optic,One year,No,Mailed check,88.4,Yes,1,1,88.4,88.4
No,No,Yes,5,DSL,Month-to-month,No,Mailed check,46.0,Yes,0,0,0.0,0.0
No,No,No,4,DSL,Month-to-month,No,Credit card (automatic),51.75,Yes,0,0,0.0,0.0
No,Yes,Yes,30,Fiber optic,Month-to-month,Yes,Electronic check,94.4,Yes,2,1,188.8,94.4
No,No,No,1,Fiber optic,Month-to-month,Yes,Mailed check,70.15,Yes,0,0,0.0,0.0
No,No,No,9,DSL,Month-to-month,Yes,Credit card (automatic),34.7,Yes,0,1,0.0,34.7
No,No,No,1,Fiber optic,Month-to-month,Yes,Electronic check,81.1,Yes,0,1,0.0,81.1
No,Yes,Yes,1,No,Month-to-month,No,Mailed check,20.55,Yes,0,0,0.0,0.0
No,No,No,61,Fiber optic,Two year,Yes,Electronic check,106.6,Yes,2,2,213.2,213.2
No,Yes,No,59,Fiber optic,Month-to-month,Yes,Electronic check,106.75,Yes,4,1,427.0,106.75
No,No,No,3,Fiber optic,Month-to-month,Yes,Electronic check,89.45,Yes,0,2,0.0,178.9
No,No,No,3,Fiber optic,Month-to-month,Yes,Electronic check,97.9,Yes,2,2,195.8,195.8
No,No,No,1,DSL,Month-to-month,Yes,Mailed check,55.7,Yes,0,1,0.0,55.7
No,No,No,13,Fiber optic,Month-to-month,Yes,Electronic check,79.8,Yes,2,0,159.6,0.0
No,Yes,No,18,DSL,Month-to-month,Yes,Electronic check,39.05,Yes,1,1,39.05,39.05
Yes,Yes,No,3,Fiber optic,Month-to-month,Yes,Mailed check,83.9,Yes,1,1,83.9,83.9
Yes,No,No,1,Fiber optic,Month-to-month,Yes,Electronic check,69.85,Yes,0,0,0.0,0.0
No,No,No,1,DSL,Month-to-month,Yes,Mailed check,53.55,Yes,0,1,0.0,53.55
No,Yes,Yes,70,Fiber optic,Two year,No,Bank transfer (automatic),93.9,Yes,4,0,375.6,0.0
No,Yes,Yes,68,Fiber optic,Two year,Yes,Electronic check,113.15,Yes,4,2,452.6,226.3
Yes,Yes,No,26,Fiber optic,Month-to-month,No,Electronic check,84.95,Yes,1,1,84.95,84.95
No,Yes,No,11,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),80.5,Yes,1,0,80.5,0.0
No,No,No,1,No,Month-to-month,Yes,Mailed check,19.3,Yes,0,0,0.0,0.0
No,No,No,1,DSL,Month-to-month,Yes,Mailed check,49.65,Yes,1,0,49.65,0.0
No,No,No,46,DSL,Two year,No,Credit card (automatic),54.35,Yes,2,0,108.7,0.0
No,No,No,4,Fiber optic,Month-to-month,Yes,Electronic check,88.45,Yes,0,2,0.0,176.9
Yes,No,No,22,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),90.5,Yes,1,1,90.5,90.5
No,Yes,No,9,Fiber optic,Month-to-month,Yes,Mailed check,94.85,Yes,3,1,284.54999999999995,94.85
No,Yes,Yes,7,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),69.95,Yes,0,0,0.0,0.0
No,No,No,1,DSL,Month-to-month,Yes,Credit card (automatic),48.6,Yes,1,0,48.6,0.0
Yes,No,No,40,DSL,Month-to-month,Yes,Electronic check,55.8,Yes,2,2,111.6,111.6
No,Yes,No,29,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),80.15,Yes,1,0,80.15,0.0
No,No,No,3,Fiber optic,Month-to-month,Yes,Electronic check,75.5,Yes,0,0,0.0,0.0
No,No,No,1,No,Month-to-month,Yes,Bank transfer (automatic),20.2,Yes,0,0,0.0,0.0
No,Yes,No,3,Fiber optic,Month-to-month,Yes,Credit card (automatic),74.75,Yes,0,0,0.0,0.0
No,No,No,23,Fiber optic,Month-to-month,Yes,Mailed check,104.05,Yes,2,2,208.1,208.1
No,No,No,13,Fiber optic,Month-to-month,Yes,Electronic check,96.65,Yes,2,1,193.3,96.65
Yes,No,No,1,No,Month-to-month,No,Mailed check,20.05,Yes,0,0,0.0,0.0
No,No,No,39,Fiber optic,Month-to-month,Yes,Electronic check,103.45,Yes,2,2,206.9,206.9
No,Yes,Yes,1,No,Month-to-month,Yes,Electronic check,19.9,Yes,0,0,0.0,0.0
No,Yes,No,14,DSL,Month-to-month,No,Electronic check,46.35,Yes,0,2,0.0,92.7
No,No,No,1,No,Month-to-month,No,Electronic check,19.95,Yes,0,0,0.0,0.0
No,No,No,1,Fiber optic,Month-to-month,No,Electronic check,79.6,Yes,0,1,0.0,79.6
No,No,No,1,Fiber optic,Month-to-month,Yes,Electronic check,75.9,Yes,1,0,75.9,0.0
No,Yes,No,1,Fiber optic,Month-to-month,No,Electronic check,76.2,Yes,1,0,76.2,0.0
No,No,Yes,1,No,Month-to-month,No,Mailed check,19.25,Yes,0,0,0.0,0.0
No,Yes,No,1,DSL,Month-to-month,Yes,Electronic check,29.85,No,1,0,29.85,0.0
No,No,No,34,DSL,One year,No,Mailed check,56.95,No,2,0,113.9,0.0
No,No,No,45,DSL,One year,No,Bank transfer (automatic),42.3,No,3,0,126.89999999999999,0.0
No,No,Yes,22,Fiber optic,Month-to-month,Yes,Credit card (automatic),89.1,No,1,1,89.1,89.1
No,No,No,10,DSL,Month-to-month,No,Mailed check,29.75,No,1,0,29.75,0.0
No,No,Yes,62,DSL,One year,No,Bank transfer (automatic),56.15,No,2,0,112.3,0.0
No,Yes,Yes,13,DSL,Month-to-month,Yes,Mailed check,49.95,No,1,0,49.95,0.0
No,No,No,16,No,Two year,No,Credit card (automatic),18.95,No,0,0,0.0,0.0
No,Yes,No,58,Fiber optic,One year,No,Credit card (automatic),100.35,No,1,2,100.35,200.7
No,No,No,25,Fiber optic,Month-to-month,Yes,Electronic check,105.5,No,3,2,316.5,211.0
No,Yes,Yes,69,Fiber optic,Two year,No,Credit card (automatic),113.25,No,4,2,453.0,226.5
No,No,No,52,No,One year,No,Mailed check,20.65,No,0,0,0.0,0.0
No,No,Yes,71,Fiber optic,Two year,No,Bank transfer (automatic),106.7,No,2,2,213.4,213.4
No,No,No,21,Fiber optic,Month-to-month,Yes,Electronic check,90.05,No,2,1,180.1,90.05
No,Yes,No,12,No,One year,No,Bank transfer (automatic),19.8,No,0,0,0.0,0.0
No,Yes,No,58,DSL,Two year,Yes,Credit card (automatic),59.9,No,2,0,119.8,0.0
No,Yes,Yes,49,DSL,Month-to-month,No,Credit card (automatic),59.6,No,3,0,178.8,0.0
No,No,No,30,DSL,Month-to-month,Yes,Bank transfer (automatic),55.3,No,2,0,110.6,0.0
No,Yes,No,72,DSL,Two year,Yes,Credit card (automatic),90.25,No,4,2,361.0,180.5
Yes,Yes,No,71,Fiber optic,Two year,Yes,Credit card (automatic),96.35,No,4,0,385.4,0.0
Yes,Yes,No,2,Fiber optic,Month-to-month,Yes,Credit card (automatic),95.5,No,1,2,95.5,191.0
No,Yes,Yes,27,DSL,One year,No,Mailed check,66.15,No,4,0,264.6,0.0
No,No,No,1,No,Month-to-month,No,Bank transfer (automatic),20.2,No,0,0,0.0,0.0
Yes,No,No,1,DSL,Month-to-month,No,Bank transfer (automatic),45.25,No,0,0,0.0,0.0
No,Yes,Yes,72,Fiber optic,Two year,No,Bank transfer (automatic),99.9,No,3,1,299.70000000000005,99.9
No,No,No,46,Fiber optic,Month-to-month,Yes,Credit card (automatic),74.8,No,1,0,74.8,0.0
No,Yes,Yes,10,DSL,One year,No,Mailed check,49.55,No,1,0,49.55,0.0
No,Yes,Yes,70,DSL,Two year,Yes,Credit card (automatic),69.2,No,2,1,138.4,69.2
No,Yes,Yes,17,No,One year,No,Mailed check,20.75,No,0,0,0.0,0.0
No,No,No,63,DSL,Two year,Yes,Credit card (automatic),79.85,No,4,1,319.4,79.85
No,Yes,No,13,DSL,Month-to-month,Yes,Electronic check,76.2,No,3,1,228.60000000000002,76.2
No,No,No,49,Fiber optic,Month-to-month,Yes,Electronic check,84.5,No,0,1,0.0,84.5
No,No,No,2,DSL,Month-to-month,No,Mailed check,49.25,No,1,0,49.25,0.0
No,No,No,52,DSL,Two year,Yes,Credit card (automatic),79.75,No,2,2,159.5,159.5
No,Yes,Yes,69,DSL,Two year,Yes,Credit card (automatic),64.15,No,3,0,192.45000000000002,0.0
Yes,No,No,43,Fiber optic,Month-to-month,Yes,Electronic check,90.25,No,1,1,90.25,90.25
Yes,Yes,No,25,DSL,Month-to-month,Yes,Credit card (automatic),69.5,No,2,1,139.0,69.5
Yes,Yes,Yes,60,DSL,One year,Yes,Credit card (automatic),74.85,No,4,1,299.4,74.85
No,Yes,Yes,63,Fiber optic,One year,Yes,Credit card (automatic),99.65,No,1,2,99.65,199.3
Yes,Yes,Yes,66,Fiber optic,One year,Yes,Electronic check,108.45,No,3,2,325.35,216.9
No,Yes,Yes,34,No,Two year,No,Credit card (automatic),24.95,No,0,0,0.0,0.0
No,No,No,72,Fiber optic,Two year,Yes,Credit card (automatic),107.5,No,2,2,215.0,215.0
No,Yes,No,47,Fiber optic,Month-to-month,Yes,Electronic check,100.5,No,1,2,100.5,201.0
No,No,No,60,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),89.9,No,1,1,89.9,89.9
No,Yes,No,72,DSL,Two year,No,Bank transfer (automatic),42.1,No,3,0,126.30000000000001,0.0
No,Yes,Yes,18,DSL,One year,Yes,Credit card (automatic),54.4,No,2,0,108.8,0.0
No,No,No,3,DSL,Month-to-month,Yes,Electronic check,75.3,No,2,2,150.6,150.6
No,Yes,No,47,Fiber optic,One year,Yes,Electronic check,78.9,No,1,0,78.9,0.0
No,No,No,31,DSL,Two year,No,Mailed check,79.2,No,3,2,237.60000000000002,158.4
No,Yes,Yes,50,No,Two year,No,Bank transfer (automatic),20.15,No,0,0,0.0,0.0
No,No,No,10,Fiber optic,Month-to-month,Yes,Mailed check,79.85,No,2,0,159.7,0.0
No,No,No,1,DSL,Month-to-month,No,Mailed check,49.05,No,1,0,49.05,0.0
No,Yes,Yes,52,No,One year,Yes,Electronic check,20.4,No,0,0,0.0,0.0
Yes,Yes,Yes,64,Fiber optic,Two year,Yes,Bank transfer (automatic),111.6,No,3,2,334.79999999999995,223.2
No,Yes,Yes,62,No,Two year,Yes,Bank transfer (automatic),24.25,No,0,0,0.0,0.0
No,No,Yes,3,DSL,Month-to-month,Yes,Bank transfer (automatic),64.5,No,2,1,129.0,64.5
Yes,No,No,56,Fiber optic,One year,No,Electronic check,110.5,No,3,2,331.5,221.0
No,No,No,46,DSL,One year,No,Credit card (automatic),55.65,No,0,1,0.0,55.65
No,Yes,Yes,8,DSL,Month-to-month,No,Mailed check,54.65,No,2,0,109.3,0.0
Yes,No,No,30,DSL,Month-to-month,Yes,Electronic check,74.75,No,2,2,149.5,149.5
No,Yes,Yes,45,No,One year,Yes,Credit card (automatic),25.9,No,0,0,0.0,0.0
No,Yes,Yes,11,DSL,Month-to-month,No,Electronic check,50.55,No,1,2,50.55,101.1
No,No,No,42,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),103.8,No,3,2,311.4,207.6
No,Yes,No,49,No,Two year,Yes,Bank transfer (automatic),20.15,No,0,0,0.0,0.0
No,No,No,9,Fiber optic,Month-to-month,Yes,Credit card (automatic),99.3,No,1,2,99.3,198.6
No,Yes,No,35,DSL,One year,Yes,Bank transfer (automatic),62.15,No,1,1,62.15,62.15
No,Yes,Yes,48,No,Two year,No,Bank transfer (automatic),20.65,No,0,0,0.0,0.0
No,Yes,Yes,46,No,Two year,Yes,Mailed check,19.95,No,0,0,0.0,0.0
No,Yes,No,29,DSL,Month-to-month,No,Mailed check,33.75,No,0,1,0.0,33.75
No,Yes,Yes,30,Fiber optic,Month-to-month,No,Bank transfer (automatic),82.05,No,2,0,164.1,0.0
Yes,No,No,1,Fiber optic,Month-to-month,No,Electronic check,74.7,No,1,0,74.7,0.0
No,Yes,Yes,66,DSL,Two year,Yes,Mailed check,84.0,No,3,2,252.0,168.0
No,No,No,65,Fiber optic,Month-to-month,Yes,Credit card (automatic),111.05,No,3,2,333.15,222.1
No,No,No,72,Fiber optic,Two year,Yes,Bank transfer (automatic),100.9,No,2,2,201.8,201.8
No,Yes,Yes,71,DSL,One year,Yes,Credit card (automatic),66.85,No,3,0,200.54999999999998,0.0
No,No,No,52,No,Two year,No,Bank transfer (automatic),21.0,No,0,0,0.0,0.0
No,No,No,1,No,Month-to-month,No,Mailed check,20.2,No,0,0,0.0,0.0
No,Yes,Yes,1,No,Month-to-month,No,Electronic check,19.45,No,0,0,0.0,0.0
No,No,No,38,Fiber optic,One year,No,Bank transfer (automatic),95.0,No,2,1,190.0,95.0
Yes,Yes,No,66,DSL,One year,No,Bank transfer (automatic),45.55,No,2,1,91.1,45.55
No,No,No,5,DSL,Month-to-month,No,Mailed check,24.3,No,0,0,0.0,0.0
No,Yes,Yes,72,Fiber optic,One year,Yes,Electronic check,104.15,No,2,2,208.3,208.3
No,No,No,32,DSL,One year,No,Mailed check,30.15,No,1,0,30.15,0.0
No,No,No,43,Fiber optic,One year,No,Mailed check,94.35,No,0,2,0.0,188.7
No,Yes,Yes,72,No,Two year,No,Credit card (automatic),19.4,No,0,0,0.0,0.0
No,No,No,52,DSL,One year,No,Credit card (automatic),57.95,No,3,0,173.85000000000002,0.0
No,No,No,43,Fiber optic,Month-to-month,Yes,Electronic check,91.65,No,2,1,183.3,91.65
No,Yes,Yes,64,DSL,Two year,Yes,Electronic check,54.6,No,2,2,109.2,109.2
No,Yes,Yes,3,Fiber optic,Month-to-month,No,Electronic check,89.85,No,2,1,179.7,89.85
No,No,No,36,DSL,Two year,No,Bank transfer (automatic),31.05,No,1,0,31.05,0.0
No,No,No,41,No,Two year,No,Mailed check,20.65,No,0,0,0.0,0.0
No,Yes,Yes,27,Fiber optic,Month-to-month,Yes,Credit card (automatic),85.2,No,2,0,170.4,0.0
No,Yes,Yes,56,Fiber optic,One year,Yes,Credit card (automatic),99.8,No,1,2,99.8,199.6
No,No,No,6,No,Month-to-month,No,Mailed check,20.7,No,0,0,0.0,0.0
No,Yes,Yes,7,DSL,Month-to-month,No,Mailed check,50.7,No,1,0,50.7,0.0
No,Yes,Yes,4,No,Month-to-month,No,Mailed check,20.85,No,0,0,0.0,0.0
No,No,No,33,Fiber optic,Two year,Yes,Electronic check,88.95,No,2,1,177.9,88.95
No,Yes,No,72,No,Two year,Yes,Bank transfer (automatic),23.55,No,0,0,0.0,0.0
No,No,No,1,No,Month-to-month,No,Mailed check,19.75,No,0,0,0.0,0.0
Yes,No,No,71,DSL,One year,Yes,Electronic check,56.45,No,2,2,112.9,112.9
No,No,No,13,Fiber optic,Month-to-month,Yes,Electronic check,85.95,No,0,1,0.0,85.95
No,No,No,67,DSL,Two year,No,Bank transfer (automatic),50.55,No,1,0,50.55,0.0
No,No,No,43,No,Two year,Yes,Credit card (automatic),25.7,No,0,0,0.0,0.0
No,No,No,23,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),75.0,No,1,0,75.0,0.0
No,Yes,Yes,64,No,Two year,No,Mailed check,20.2,No,0,0,0.0,0.0
No,No,Yes,57,No,Two year,Yes,Mailed check,19.6,No,0,0,0.0,0.0
Yes,Yes,Yes,72,DSL,Two year,Yes,Credit card (automatic),88.05,No,4,2,352.2,176.1
No,Yes,No,61,Fiber optic,Two year,Yes,Bank transfer (automatic),101.05,No,1,2,101.05,202.1
No,No,No,64,Fiber optic,One year,Yes,Credit card (automatic),84.3,No,2,0,168.6,0.0
Yes,Yes,No,71,No,Two year,No,Bank transfer (automatic),23.95,No,0,0,0.0,0.0
No,Yes,Yes,65,Fiber optic,Two year,Yes,Credit card (automatic),99.05,No,3,1,297.15,99.05
No,No,No,3,No,One year,No,Mailed check,19.6,No,0,0,0.0,0.0
No,No,Yes,30,DSL,One year,No,Credit card (automatic),64.5,No,2,1,129.0,64.5
No,Yes,Yes,15,DSL,Month-to-month,Yes,Mailed check,69.5,No,3,1,208.5,69.5
No,Yes,Yes,8,DSL,Month-to-month,Yes,Electronic check,68.55,No,1,2,68.55,137.1
No,Yes,Yes,70,Fiber optic,One year,Yes,Credit card (automatic),108.15,No,3,2,324.45000000000005,216.3
No,Yes,Yes,62,DSL,Two year,No,Electronic check,86.1,No,4,2,344.4,172.2
No,Yes,Yes,6,No,Month-to-month,No,Mailed check,19.7,No,0,0,0.0,0.0
No,Yes,Yes,14,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),80.9,No,0,1,0.0,80.9
No,No,No,22,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),84.15,No,0,1,0.0,84.15
No,Yes,Yes,22,No,One year,No,Mailed check,20.15,No,0,0,0.0,0.0
No,Yes,Yes,16,DSL,Two year,No,Mailed check,64.25,No,2,1,128.5,64.25
No,No,No,10,No,Two year,No,Bank transfer (automatic),25.7,No,0,0,0.0,0.0
No,No,Yes,13,DSL,Month-to-month,Yes,Electronic check,56.0,No,2,0,112.0,0.0
No,No,No,2,Fiber optic,Month-to-month,Yes,Electronic check,69.7,No,0,0,0.0,0.0
No,No,No,53,DSL,Two year,Yes,Bank transfer (automatic),73.9,No,3,1,221.70000000000002,73.9
No,Yes,Yes,11,No,One year,No,Mailed check,20.6,No,0,0,0.0,0.0
No,Yes,No,69,No,Two year,No,Mailed check,19.9,No,0,0,0.0,0.0
No,Yes,No,72,DSL,Two year,Yes,Bank transfer (automatic),89.05,No,4,2,356.2,178.1
No,Yes,Yes,16,No,Month-to-month,No,Electronic check,20.4,No,0,0,0.0,0.0
No,Yes,No,43,Fiber optic,One year,Yes,Bank transfer (automatic),84.25,No,3,0,252.75,0.0
No,Yes,No,14,DSL,Two year,No,Mailed check,81.95,No,3,2,245.85000000000002,163.9
No,No,No,32,No,One year,No,Bank transfer (automatic),20.55,No,0,0,0.0,0.0
No,Yes,No,34,No,Month-to-month,No,Electronic check,24.7,No,0,0,0.0,0.0
No,Yes,Yes,15,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),105.35,No,2,2,210.7,210.7
No,Yes,No,61,No,One year,Yes,Credit card (automatic),20.55,No,0,0,0.0,0.0
No,No,No,1,DSL,Month-to-month,No,Mailed check,45.3,No,0,0,0.0,0.0
No,Yes,Yes,33,DSL,One year,No,Credit card (automatic),74.75,No,2,2,149.5,149.5
No,No,No,20,DSL,Month-to-month,Yes,Mailed check,51.8,No,1,0,51.8,0.0
No,No,No,3,DSL,Month-to-month,No,Electronic check,30.4,No,1,0,30.4,0.0
No,No,No,13,No,One year,No,Electronic check,19.65,No,0,0,0.0,0.0
No,Yes,No,40,DSL,Month-to-month,No,Credit card (automatic),56.6,No,1,0,56.6,0.0
No,Yes,Yes,43,DSL,One year,Yes,Credit card (automatic),71.9,No,2,1,143.8,71.9
No,Yes,Yes,69,No,Two year,No,Bank transfer (automatic),19.75,No,0,0,0.0,0.0
No,Yes,Yes,72,Fiber optic,Two year,No,Credit card (automatic),109.7,No,3,2,329.1,219.4
No,Yes,Yes,59,No,Two year,No,Credit card (automatic),19.3,No,0,0,0.0,0.0
No,Yes,No,20,Fiber optic,Month-to-month,Yes,Electronic check,96.55,No,3,1,289.65,96.55
No,Yes,Yes,24,No,Two year,Yes,Bank transfer (automatic),24.1,No,0,0,0.0,0.0
No,No,No,59,Fiber optic,Month-to-month,Yes,Electronic check,111.35,No,3,2,334.04999999999995,222.7
No,Yes,Yes,72,Fiber optic,Two year,Yes,Bank transfer (automatic),112.25,No,3,2,336.75,224.5
No,No,Yes,1,No,Month-to-month,No,Mailed check,20.75,No,0,0,0.0,0.0
No,Yes,No,27,Fiber optic,One year,Yes,Credit card (automatic),101.9,No,2,2,203.8,203.8
No,No,No,14,Fiber optic,Month-to-month,Yes,Credit card (automatic),80.05,No,2,0,160.1,0.0
No,Yes,Yes,71,Fiber optic,Two year,No,Electronic check,105.55,No,2,2,211.1,211.1
No,No,Yes,13,Fiber optic,Month-to-month,Yes,Credit card (automatic),78.3,No,0,1,0.0,78.3
No,No,No,44,Fiber optic,Month-to-month,No,Credit card (automatic),68.85,No,0,0,0.0,0.0
No,No,No,33,Fiber optic,One year,Yes,Bank transfer (automatic),79.95,No,2,0,159.9,0.0
No,Yes,Yes,72,DSL,Two year,Yes,Credit card (automatic),55.45,No,4,1,221.8,55.45
No,Yes,No,64,Fiber optic,One year,Yes,Credit card (automatic),102.45,No,3,2,307.35,204.9
No,No,No,1,DSL,Month-to-month,No,Electronic check,25.25,No,0,0,0.0,0.0
No,No,Yes,61,No,Two year,No,Mailed check,19.75,No,0,0,0.0,0.0
No,Yes,Yes,29,No,One year,No,Electronic check,20.0,No,0,0,0.0,0.0
Yes,Yes,No,23,Fiber optic,Month-to-month,No,Electronic check,86.8,No,0,1,0.0,86.8
No,Yes,No,57,DSL,Month-to-month,Yes,Bank transfer (automatic),58.75,No,3,2,176.25,117.5
No,Yes,Yes,72,DSL,Two year,No,Credit card (automatic),45.25,No,4,0,181.0,0.0
No,Yes,No,66,DSL,Two year,Yes,Bank transfer (automatic),56.6,No,4,1,226.4,56.6
No,Yes,Yes,65,DSL,Two year,Yes,Bank transfer (automatic),84.2,No,3,2,252.60000000000002,168.4
