SeniorCitizenRelevel,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,MonthlyCharges,Churn,AdditionalInternetServicesCount,StreamingServicesCount,MC_x_Additional,MC_x_Streaming,PaymentMethod_bin_3
Yes,Yes,No,29,Fiber optic,Month-to-month,Yes,95.9,Yes,2,1,191.8,95.9,Electronic check
Yes,No,No,1,DSL,Month-to-month,No,25.25,Yes,0,0,0.0,0.0,Electronic check
No,No,No,9,DSL,Month-to-month,No,45.15,Yes,0,0,0.0,0.0,Electronic check
No,Yes,Yes,50,Fiber optic,Month-to-month,Yes,84.4,Yes,0,1,0.0,84.4,Automatic
No,No,No,1,Fiber optic,Month-to-month,Yes,75.1,Yes,0,0,0.0,0.0,Electronic check
No,Yes,No,54,DSL,One year,Yes,70.15,Yes,0,2,0.0,140.3,Automatic
No,No,No,42,Fiber optic,Month-to-month,Yes,101.75,Yes,1,2,101.75,203.5,Electronic check
No,No,No,1,DSL,Month-to-month,No,45.8,Yes,0,0,0.0,0.0,Electronic check
No,No,No,1,No,Month-to-month,Yes,20.1,Yes,0,0,0.0,0.0,Mailed check
No,Yes,No,9,DSL,Month-to-month,No,40.65,Yes,1,1,40.65,40.65,Mailed check
Yes,Yes,No,46,Fiber optic,Month-to-month,Yes,101.0,Yes,1,2,101.0,202.0,Electronic check
No,No,No,1,Fiber optic,Month-to-month,Yes,69.1,Yes,0,0,0.0,0.0,Electronic check
No,No,No,13,Fiber optic,Month-to-month,Yes,75.0,Yes,0,0,0.0,0.0,Mailed check
No,Yes,Yes,19,Fiber optic,One year,No,100.0,Yes,2,2,200.0,200.0,Automatic
Yes,No,No,1,Fiber optic,Month-to-month,Yes,71.15,Yes,0,0,0.0,0.0,Electronic check
No,No,No,24,DSL,Month-to-month,Yes,54.15,Yes,2,2,108.3,108.3,Automatic
No,Yes,Yes,67,Fiber optic,Two year,Yes,108.75,Yes,3,2,326.25,217.5,Automatic
No,Yes,No,6,DSL,Month-to-month,Yes,49.15,Yes,1,0,49.15,0.0,Electronic check
No,No,Yes,20,No,Month-to-month,Yes,19.4,Yes,0,0,0.0,0.0,Electronic check
Yes,No,No,20,Fiber optic,Month-to-month,Yes,79.15,Yes,1,0,79.15,0.0,Electronic check
Yes,Yes,No,46,Fiber optic,Month-to-month,Yes,80.4,Yes,0,1,0.0,80.4,Electronic check
No,Yes,No,11,Fiber optic,Month-to-month,Yes,102.0,Yes,1,2,102.0,204.0,Electronic check
No,No,No,2,No,Month-to-month,No,20.65,Yes,0,0,0.0,0.0,Mailed check
No,No,No,1,Fiber optic,Month-to-month,Yes,70.8,Yes,0,0,0.0,0.0,Mailed check
No,No,No,16,Fiber optic,Month-to-month,Yes,89.05,Yes,1,1,89.05,89.05,Automatic
No,No,No,3,Fiber optic,Month-to-month,Yes,96.6,Yes,0,2,0.0,193.2,Electronic check
No,Yes,No,57,Fiber optic,Month-to-month,Yes,104.5,Yes,2,2,209.0,209.0,Automatic
No,No,No,5,DSL,Month-to-month,Yes,50.6,Yes,0,0,0.0,0.0,Mailed check
No,No,Yes,4,DSL,Month-to-month,No,49.35,Yes,1,0,49.35,0.0,Electronic check
No,No,No,7,Fiber optic,Month-to-month,Yes,94.25,Yes,1,2,94.25,188.5,Electronic check
No,Yes,No,1,Fiber optic,Month-to-month,Yes,68.95,Yes,0,0,0.0,0.0,Electronic check
Yes,No,No,2,Fiber optic,Month-to-month,Yes,93.85,Yes,0,2,0.0,187.7,Electronic check
No,No,No,4,Fiber optic,Month-to-month,Yes,76.05,Yes,0,0,0.0,0.0,Electronic check
No,No,No,1,DSL,Month-to-month,Yes,24.45,Yes,0,0,0.0,0.0,Mailed check
No,No,No,7,Fiber optic,Month-to-month,Yes,89.35,Yes,1,1,89.35,89.35,Automatic
No,Yes,No,4,Fiber optic,Month-to-month,Yes,80.35,Yes,0,1,0.0,80.35,Electronic check
Yes,No,No,1,DSL,Month-to-month,Yes,55.8,Yes,2,0,111.6,0.0,Electronic check
No,No,No,1,Fiber optic,Month-to-month,Yes,79.05,Yes,0,1,0.0,79.05,Electronic check
No,Yes,No,1,Fiber optic,Month-to-month,Yes,95.0,Yes,1,2,95.0,190.0,Electronic check
No,No,No,1,DSL,Month-to-month,No,25.2,Yes,0,0,0.0,0.0,Mailed check
Yes,No,No,41,Fiber optic,Month-to-month,Yes,98.4,Yes,1,2,98.4,196.8,Electronic check
Yes,Yes,Yes,66,DSL,Two year,No,79.4,Yes,4,1,317.6,79.4,Automatic
Yes,No,No,35,Fiber optic,Month-to-month,Yes,101.4,Yes,1,2,101.4,202.8,Electronic check
Yes,Yes,No,10,Fiber optic,Month-to-month,Yes,89.8,Yes,1,1,89.8,89.8,Electronic check
No,Yes,No,54,Fiber optic,Two year,No,109.75,Yes,4,2,439.0,219.5,Automatic
No,No,No,2,No,One year,No,19.3,Yes,0,0,0.0,0.0,Automatic
Yes,No,No,26,Fiber optic,Month-to-month,Yes,91.25,Yes,0,2,0.0,182.5,Electronic check
No,No,No,15,DSL,Month-to-month,Yes,49.1,Yes,0,0,0.0,0.0,Electronic check
No,No,No,31,DSL,Month-to-month,No,65.25,Yes,3,0,195.75,0.0,Automatic
Yes,No,No,18,Fiber optic,Month-to-month,Yes,85.45,Yes,2,0,170.9,0.0,Electronic check
No,Yes,No,61,Fiber optic,Two year,Yes,94.1,Yes,2,1,188.2,94.1,Electronic check
Yes,No,No,1,Fiber optic,Month-to-month,Yes,71.65,Yes,0,0,0.0,0.0,Electronic check
No,Yes,No,24,Fiber optic,Month-to-month,Yes,104.65,Yes,2,2,209.3,209.3,Electronic check
No,No,No,3,Fiber optic,Month-to-month,Yes,74.25,Yes,0,0,0.0,0.0,Electronic check
Yes,No,No,1,Fiber optic,Month-to-month,Yes,74.2,Yes,0,0,0.0,0.0,Electronic check
Yes,Yes,No,43,Fiber optic,Month-to-month,Yes,101.0,Yes,1,2,101.0,202.0,Electronic check
No,Yes,No,4,Fiber optic,Month-to-month,Yes,100.2,Yes,1,2,100.2,200.4,Electronic check
Yes,Yes,No,25,Fiber optic,One year,Yes,89.05,Yes,1,1,89.05,89.05,Electronic check
No,Yes,Yes,57,DSL,One year,Yes,70.1,Yes,1,2,70.1,140.2,Automatic
No,No,No,4,Fiber optic,One year,Yes,105.65,Yes,3,2,316.95000000000005,211.3,Electronic check
Yes,Yes,No,36,Fiber optic,Month-to-month,Yes,96.5,Yes,1,2,96.5,193.0,Electronic check
Yes,Yes,No,1,Fiber optic,Month-to-month,No,70.85,Yes,0,0,0.0,0.0,Mailed check
No,No,No,35,DSL,One year,Yes,85.95,Yes,3,2,257.85,171.9,Automatic
No,No,No,4,Fiber optic,Month-to-month,Yes,73.9,Yes,1,0,73.9,0.0,Electronic check
No,Yes,No,58,Fiber optic,Two year,Yes,109.45,Yes,3,2,328.35,218.9,Automatic
No,No,No,30,Fiber optic,Month-to-month,Yes,100.2,Yes,1,2,100.2,200.4,Electronic check
No,Yes,Yes,21,Fiber optic,Month-to-month,Yes,74.05,Yes,1,0,74.05,0.0,Automatic
No,No,No,3,Fiber optic,Month-to-month,Yes,101.55,Yes,1,2,101.55,203.1,Automatic
Yes,Yes,Yes,41,Fiber optic,One year,Yes,111.95,Yes,3,2,335.85,223.9,Electronic check
No,Yes,Yes,21,DSL,One year,Yes,55.95,Yes,2,2,111.9,111.9,Electronic check
No,No,No,1,DSL,Month-to-month,No,45.75,Yes,0,0,0.0,0.0,Electronic check
No,No,No,11,Fiber optic,Month-to-month,No,74.95,Yes,1,0,74.95,0.0,Electronic check
No,No,No,1,Fiber optic,Month-to-month,No,80.15,Yes,0,1,0.0,80.15,Automatic
No,Yes,No,72,Fiber optic,One year,Yes,109.25,Yes,3,2,327.75,218.5,Electronic check
No,No,No,3,DSL,Month-to-month,No,35.2,Yes,0,1,0.0,35.2,Automatic
No,Yes,No,1,Fiber optic,Month-to-month,No,78.8,Yes,0,1,0.0,78.8,Electronic check
No,No,No,47,Fiber optic,Month-to-month,Yes,106.4,Yes,2,2,212.8,212.8,Electronic check
No,No,No,18,DSL,Month-to-month,No,49.4,Yes,1,0,49.4,0.0,Electronic check
Yes,No,No,1,Fiber optic,Month-to-month,No,69.1,Yes,0,0,0.0,0.0,Electronic check
No,Yes,Yes,20,Fiber optic,Month-to-month,Yes,90.2,Yes,0,2,0.0,180.4,Electronic check
No,No,No,6,Fiber optic,Month-to-month,Yes,93.55,Yes,0,2,0.0,187.1,Automatic
No,No,No,1,Fiber optic,Month-to-month,Yes,80.85,Yes,0,1,0.0,80.85,Mailed check
No,Yes,Yes,48,Fiber optic,One year,Yes,82.05,Yes,0,1,0.0,82.05,Mailed check
No,Yes,No,3,No,Month-to-month,Yes,20.55,Yes,0,0,0.0,0.0,Automatic
Yes,No,No,2,Fiber optic,Month-to-month,Yes,78.55,Yes,1,0,78.55,0.0,Electronic check
No,No,Yes,1,Fiber optic,Month-to-month,No,78.65,Yes,0,1,0.0,78.65,Electronic check
No,No,No,1,DSL,Month-to-month,Yes,42.9,Yes,0,0,0.0,0.0,Electronic check
No,No,No,3,DSL,Month-to-month,No,34.25,Yes,2,0,68.5,0.0,Mailed check
No,No,No,9,DSL,Month-to-month,No,58.5,Yes,3,2,175.5,117.0,Mailed check
Yes,No,No,49,Fiber optic,Month-to-month,Yes,96.2,Yes,0,2,0.0,192.4,Electronic check
Yes,No,No,6,Fiber optic,Month-to-month,No,74.4,Yes,1,0,74.4,0.0,Electronic check
No,Yes,No,6,Fiber optic,Month-to-month,Yes,105.3,Yes,2,2,210.6,210.6,Electronic check
No,Yes,No,16,Fiber optic,Month-to-month,Yes,73.85,Yes,0,0,0.0,0.0,Automatic
Yes,Yes,No,7,Fiber optic,Month-to-month,Yes,84.55,Yes,0,1,0.0,84.55,Electronic check
No,No,No,25,No,Two year,No,24.75,Yes,0,0,0.0,0.0,Automatic
Yes,No,No,20,Fiber optic,Month-to-month,Yes,85.8,Yes,0,1,0.0,85.8,Automatic
No,No,No,4,DSL,Month-to-month,Yes,24.45,Yes,0,0,0.0,0.0,Electronic check
No,No,No,28,Fiber optic,Month-to-month,Yes,105.7,Yes,2,2,211.4,211.4,Electronic check
No,No,No,1,DSL,Month-to-month,Yes,24.25,Yes,0,0,0.0,0.0,Electronic check
No,No,No,11,Fiber optic,Month-to-month,Yes,76.5,Yes,0,0,0.0,0.0,Electronic check
No,No,No,4,Fiber optic,Month-to-month,Yes,93.5,Yes,2,1,187.0,93.5,Electronic check
Yes,Yes,No,54,Fiber optic,One year,Yes,101.5,Yes,1,2,101.5,203.0,Automatic
No,No,Yes,28,Fiber optic,Month-to-month,Yes,74.9,Yes,1,0,74.9,0.0,Automatic
Yes,No,No,2,Fiber optic,Month-to-month,Yes,69.6,Yes,0,0,0.0,0.0,Electronic check
No,No,No,1,No,Month-to-month,Yes,24.05,Yes,0,0,0.0,0.0,Mailed check
No,No,No,1,DSL,Month-to-month,No,50.55,Yes,1,0,50.55,0.0,Electronic check
No,No,No,14,Fiber optic,Month-to-month,Yes,100.55,Yes,1,2,100.55,201.1,Electronic check
No,Yes,Yes,1,No,Month-to-month,Yes,20.5,Yes,0,0,0.0,0.0,Mailed check
No,No,No,4,Fiber optic,Month-to-month,Yes,74.8,Yes,1,0,74.8,0.0,Automatic
No,Yes,No,20,DSL,Month-to-month,Yes,24.45,Yes,0,0,0.0,0.0,Electronic check
No,No,No,14,Fiber optic,Month-to-month,Yes,71.0,Yes,0,0,0.0,0.0,Automatic
Yes,No,No,30,DSL,Month-to-month,Yes,40.3,Yes,1,1,40.3,40.3,Electronic check
No,No,No,3,DSL,Month-to-month,Yes,50.6,Yes,1,2,50.6,101.2,Electronic check
No,Yes,Yes,40,Fiber optic,Month-to-month,Yes,84.85,Yes,2,0,169.7,0.0,Electronic check
No,Yes,Yes,2,DSL,Month-to-month,No,65.7,Yes,0,2,0.0,131.4,Mailed check
No,No,No,1,Fiber optic,Month-to-month,No,70.5,Yes,0,0,0.0,0.0,Electronic check
No,No,No,10,Fiber optic,Month-to-month,Yes,94.85,Yes,2,1,189.7,94.85,Electronic check
No,No,No,1,No,Month-to-month,No,19.75,Yes,0,0,0.0,0.0,Mailed check
No,Yes,Yes,14,DSL,Month-to-month,Yes,65.45,Yes,2,1,130.9,65.45,Electronic check
Yes,Yes,No,58,Fiber optic,Month-to-month,Yes,98.7,Yes,1,2,98.7,197.4,Electronic check
No,Yes,Yes,22,DSL,One year,Yes,67.5,Yes,3,1,202.5,67.5,Automatic
No,No,No,1,Fiber optic,Month-to-month,Yes,69.6,Yes,0,0,0.0,0.0,Electronic check
No,Yes,No,49,DSL,One year,No,84.35,Yes,3,2,253.04999999999998,168.7,Electronic check
Yes,Yes,No,68,Fiber optic,Month-to-month,Yes,100.2,Yes,1,2,100.2,200.4,Electronic check
No,No,No,1,Fiber optic,Month-to-month,No,78.05,Yes,0,1,0.0,78.05,Electronic check
No,No,No,7,Fiber optic,Month-to-month,No,73.6,Yes,0,0,0.0,0.0,Electronic check
No,No,No,9,Fiber optic,Month-to-month,Yes,74.75,Yes,0,0,0.0,0.0,Electronic check
No,No,No,1,No,Month-to-month,Yes,20.2,Yes,0,0,0.0,0.0,Mailed check
Yes,Yes,No,24,Fiber optic,Month-to-month,Yes,93.55,Yes,0,2,0.0,187.1,Electronic check
No,No,No,2,DSL,Month-to-month,Yes,25.05,Yes,0,0,0.0,0.0,Electronic check
Yes,Yes,No,27,Fiber optic,Month-to-month,Yes,95.55,Yes,2,1,191.1,95.55,Electronic check
No,No,No,57,DSL,Month-to-month,Yes,39.3,Yes,1,1,39.3,39.3,Electronic check
No,No,No,1,No,Month-to-month,Yes,20.25,Yes,0,0,0.0,0.0,Mailed check
No,No,No,13,DSL,Month-to-month,Yes,23.9,Yes,0,0,0.0,0.0,Electronic check
No,No,No,1,Fiber optic,Month-to-month,Yes,85.45,Yes,1,1,85.45,85.45,Electronic check
No,No,No,63,Fiber optic,One year,No,99.9,Yes,1,2,99.9,199.8,Automatic
No,No,No,25,Fiber optic,Month-to-month,Yes,84.8,Yes,0,1,0.0,84.8,Electronic check
No,Yes,No,35,Fiber optic,Month-to-month,Yes,75.2,Yes,0,0,0.0,0.0,Electronic check
No,Yes,No,71,DSL,Two year,No,49.35,Yes,1,2,49.35,98.7,Electronic check
No,No,No,6,Fiber optic,Month-to-month,Yes,74.9,Yes,0,0,0.0,0.0,Electronic check
No,No,No,15,Fiber optic,Month-to-month,Yes,101.25,Yes,2,2,202.5,202.5,Electronic check
No,No,No,9,No,Month-to-month,Yes,18.95,Yes,0,0,0.0,0.0,Mailed check
No,No,No,37,DSL,Month-to-month,No,28.6,Yes,1,0,28.6,0.0,Automatic
Yes,No,No,2,DSL,Month-to-month,No,24.35,Yes,0,0,0.0,0.0,Electronic check
Yes,No,No,29,Fiber optic,Month-to-month,No,98.65,Yes,1,2,98.65,197.3,Electronic check
Yes,Yes,No,5,Fiber optic,Month-to-month,Yes,79.9,Yes,1,0,79.9,0.0,Automatic
Yes,No,No,28,Fiber optic,Month-to-month,Yes,103.3,Yes,2,2,206.6,206.6,Electronic check
No,Yes,No,11,Fiber optic,Month-to-month,Yes,96.2,Yes,2,1,192.4,96.2,Automatic
No,Yes,No,55,Fiber optic,One year,Yes,104.15,Yes,2,2,208.3,208.3,Electronic check
Yes,No,No,24,Fiber optic,Month-to-month,Yes,102.95,Yes,2,2,205.9,205.9,Automatic
No,No,No,1,Fiber optic,Month-to-month,No,90.6,Yes,0,2,0.0,181.2,Electronic check
No,No,No,6,DSL,Month-to-month,Yes,50.8,Yes,1,0,50.8,0.0,Automatic
No,No,No,4,Fiber optic,Month-to-month,Yes,90.05,Yes,1,1,90.05,90.05,Electronic check
No,Yes,No,3,Fiber optic,Month-to-month,Yes,75.85,Yes,0,0,0.0,0.0,Electronic check
No,Yes,Yes,1,Fiber optic,Month-to-month,Yes,68.5,Yes,0,0,0.0,0.0,Electronic check
No,No,No,11,Fiber optic,Month-to-month,Yes,73.5,Yes,1,0,73.5,0.0,Electronic check
No,No,No,1,Fiber optic,Month-to-month,Yes,69.95,Yes,0,0,0.0,0.0,Mailed check
No,No,No,5,DSL,Month-to-month,Yes,70.05,Yes,1,2,70.05,140.1,Electronic check
No,No,No,8,Fiber optic,Month-to-month,Yes,94.0,Yes,2,1,188.0,94.0,Electronic check
No,Yes,Yes,22,DSL,Month-to-month,No,61.15,Yes,3,0,183.45,0.0,Mailed check
No,Yes,No,29,Fiber optic,Month-to-month,Yes,84.45,Yes,2,0,168.9,0.0,Electronic check
No,Yes,No,13,DSL,One year,Yes,75.3,Yes,1,2,75.3,150.6,Mailed check
Yes,Yes,No,43,Fiber optic,One year,Yes,109.55,Yes,3,2,328.65,219.1,Mailed check
No,No,No,3,No,Month-to-month,Yes,19.6,Yes,0,0,0.0,0.0,Mailed check
Yes,No,No,2,DSL,Month-to-month,No,66.4,Yes,2,1,132.8,66.4,Automatic
Yes,Yes,No,66,Fiber optic,Month-to-month,Yes,100.05,Yes,1,2,100.05,200.1,Automatic
No,No,No,62,Fiber optic,One year,No,102.0,Yes,3,1,306.0,102.0,Electronic check
No,Yes,No,17,Fiber optic,Month-to-month,No,90.2,Yes,3,0,270.6,0.0,Automatic
No,Yes,No,56,No,Two year,Yes,25.15,Yes,0,0,0.0,0.0,Automatic
No,No,No,31,Fiber optic,Month-to-month,Yes,79.85,Yes,1,0,79.85,0.0,Automatic
No,No,No,2,DSL,Month-to-month,Yes,49.6,Yes,1,0,49.6,0.0,Mailed check
Yes,Yes,No,66,Fiber optic,One year,Yes,105.95,Yes,2,2,211.9,211.9,Automatic
No,No,Yes,3,Fiber optic,Month-to-month,No,91.85,Yes,1,1,91.85,91.85,Electronic check
No,Yes,Yes,1,DSL,Month-to-month,No,40.1,Yes,1,1,40.1,40.1,Electronic check
Yes,No,No,31,Fiber optic,Month-to-month,Yes,73.9,Yes,0,0,0.0,0.0,Electronic check
No,No,No,14,Fiber optic,Month-to-month,Yes,89.8,Yes,0,2,0.0,179.6,Mailed check
No,Yes,Yes,35,DSL,Month-to-month,No,72.25,Yes,3,1,216.75,72.25,Electronic check
Yes,No,No,37,Fiber optic,Month-to-month,Yes,96.55,Yes,0,2,0.0,193.1,Electronic check
No,No,No,7,DSL,Month-to-month,Yes,40.1,Yes,1,1,40.1,40.1,Automatic
Yes,No,No,24,Fiber optic,Month-to-month,Yes,101.25,Yes,1,2,101.25,202.5,Electronic check
No,No,No,1,Fiber optic,Month-to-month,No,79.55,Yes,0,1,0.0,79.55,Electronic check
No,No,No,32,Fiber optic,One year,No,84.05,Yes,0,1,0.0,84.05,Electronic check
No,No,No,1,Fiber optic,Month-to-month,Yes,89.1,Yes,0,2,0.0,178.2,Electronic check
No,Yes,Yes,17,Fiber optic,Month-to-month,No,94.4,Yes,2,1,188.8,94.4,Electronic check
No,No,No,19,Fiber optic,Month-to-month,Yes,78.25,Yes,2,0,156.5,0.0,Electronic check
Yes,No,No,2,DSL,Month-to-month,Yes,44.15,Yes,0,0,0.0,0.0,Electronic check
Yes,No,No,8,Fiber optic,Month-to-month,Yes,75.75,Yes,0,0,0.0,0.0,Electronic check
No,No,No,1,No,Month-to-month,Yes,19.1,Yes,0,0,0.0,0.0,Mailed check
Yes,Yes,No,1,Fiber optic,Month-to-month,Yes,80.3,Yes,1,0,80.3,0.0,Electronic check
No,No,No,1,Fiber optic,Month-to-month,Yes,74.9,Yes,1,0,74.9,0.0,Electronic check
Yes,No,No,9,Fiber optic,Month-to-month,Yes,80.85,Yes,0,1,0.0,80.85,Electronic check
No,No,No,3,DSL,Month-to-month,No,24.75,Yes,0,0,0.0,0.0,Electronic check
Yes,No,No,49,Fiber optic,Month-to-month,Yes,90.85,Yes,1,1,90.85,90.85,Automatic
No,Yes,No,2,Fiber optic,Month-to-month,No,79.7,Yes,2,0,159.4,0.0,Automatic
No,Yes,Yes,55,DSL,Two year,No,57.55,Yes,3,0,172.64999999999998,0.0,Automatic
No,Yes,No,21,Fiber optic,Month-to-month,Yes,86.5,Yes,0,1,0.0,86.5,Electronic check
No,Yes,Yes,69,Fiber optic,Month-to-month,Yes,103.95,Yes,2,2,207.9,207.9,Electronic check
Yes,No,No,1,DSL,Month-to-month,Yes,25.1,Yes,0,0,0.0,0.0,Electronic check
No,No,No,39,DSL,Month-to-month,Yes,48.95,Yes,3,1,146.85000000000002,48.95,Automatic
No,Yes,Yes,6,Fiber optic,Month-to-month,Yes,83.55,Yes,1,1,83.55,83.55,Automatic
Yes,No,No,17,Fiber optic,Month-to-month,Yes,89.15,Yes,2,1,178.3,89.15,Electronic check
No,No,Yes,1,Fiber optic,Month-to-month,Yes,70.45,Yes,0,0,0.0,0.0,Mailed check
No,Yes,No,58,DSL,One year,No,60.3,Yes,3,0,180.89999999999998,0.0,Automatic
No,No,Yes,1,DSL,Month-to-month,No,24.75,Yes,0,0,0.0,0.0,Electronic check
No,Yes,Yes,19,Fiber optic,Month-to-month,No,103.3,Yes,2,2,206.6,206.6,Electronic check
No,No,No,3,Fiber optic,Month-to-month,Yes,78.5,Yes,0,1,0.0,78.5,Electronic check
No,No,No,3,No,Month-to-month,No,19.85,Yes,0,0,0.0,0.0,Mailed check
Yes,No,No,3,Fiber optic,Month-to-month,Yes,79.9,Yes,0,1,0.0,79.9,Electronic check
Yes,No,No,30,Fiber optic,Month-to-month,Yes,99.7,Yes,1,2,99.7,199.4,Electronic check
No,No,No,15,DSL,Month-to-month,Yes,58.6,Yes,2,0,117.2,0.0,Automatic
No,Yes,No,10,Fiber optic,Month-to-month,Yes,98.5,Yes,1,2,98.5,197.0,Electronic check
No,No,No,1,DSL,Month-to-month,Yes,50.45,Yes,1,0,50.45,0.0,Mailed check
No,Yes,Yes,38,Fiber optic,Month-to-month,Yes,94.65,Yes,2,1,189.3,94.65,Electronic check
No,No,No,1,Fiber optic,Month-to-month,Yes,100.25,Yes,1,2,100.25,200.5,Automatic
No,No,No,16,Fiber optic,Month-to-month,Yes,88.45,Yes,1,1,88.45,88.45,Electronic check
No,No,No,1,Fiber optic,Month-to-month,Yes,69.85,Yes,0,0,0.0,0.0,Electronic check
No,No,No,12,Fiber optic,Month-to-month,No,81.7,Yes,2,0,163.4,0.0,Automatic
No,No,No,4,Fiber optic,Month-to-month,Yes,79.9,Yes,0,1,0.0,79.9,Electronic check
No,No,No,15,No,Month-to-month,Yes,25.4,Yes,0,0,0.0,0.0,Automatic
Yes,Yes,No,41,Fiber optic,Month-to-month,Yes,83.75,Yes,2,0,167.5,0.0,Automatic
No,No,No,1,No,Month-to-month,No,20.9,Yes,0,0,0.0,0.0,Mailed check
No,Yes,No,1,Fiber optic,Month-to-month,Yes,69.4,Yes,0,0,0.0,0.0,Mailed check
No,No,No,7,Fiber optic,Month-to-month,Yes,74.9,Yes,0,0,0.0,0.0,Electronic check
Yes,Yes,No,42,Fiber optic,Month-to-month,Yes,74.15,Yes,1,0,74.15,0.0,Automatic
No,No,No,1,Fiber optic,Month-to-month,Yes,70.1,Yes,0,0,0.0,0.0,Electronic check
No,No,Yes,12,Fiber optic,Month-to-month,Yes,78.3,Yes,1,0,78.3,0.0,Electronic check
No,No,No,55,Fiber optic,Month-to-month,Yes,96.8,Yes,0,2,0.0,193.6,Electronic check
No,No,No,17,Fiber optic,Month-to-month,Yes,94.4,Yes,2,1,188.8,94.4,Electronic check
No,No,No,1,Fiber optic,Month-to-month,No,84.3,Yes,1,1,84.3,84.3,Electronic check
Yes,Yes,Yes,72,DSL,Two year,No,92.45,Yes,4,2,369.8,184.9,Automatic
Yes,Yes,No,11,Fiber optic,Month-to-month,Yes,99.55,Yes,1,2,99.55,199.1,Electronic check
Yes,No,No,8,Fiber optic,Month-to-month,Yes,81.25,Yes,1,0,81.25,0.0,Electronic check
No,Yes,Yes,1,No,Month-to-month,No,19.95,Yes,0,0,0.0,0.0,Automatic
No,Yes,No,23,Fiber optic,Month-to-month,Yes,99.25,Yes,3,1,297.75,99.25,Electronic check
No,No,No,39,Fiber optic,Two year,Yes,80.45,Yes,2,0,160.9,0.0,Electronic check
No,Yes,Yes,9,Fiber optic,Month-to-month,Yes,79.35,Yes,1,0,79.35,0.0,Automatic
No,No,No,15,Fiber optic,Month-to-month,Yes,79.75,Yes,1,0,79.75,0.0,Electronic check
No,Yes,Yes,30,Fiber optic,Month-to-month,Yes,100.05,Yes,1,2,100.05,200.1,Electronic check
No,No,No,1,Fiber optic,Month-to-month,Yes,69.35,Yes,0,0,0.0,0.0,Electronic check
No,No,No,3,Fiber optic,Month-to-month,No,85.8,Yes,1,1,85.8,85.8,Electronic check
No,Yes,Yes,67,DSL,Two year,Yes,79.7,Yes,2,2,159.4,159.4,Electronic check
Yes,No,No,1,DSL,Month-to-month,No,50.55,Yes,0,0,0.0,0.0,Mailed check
No,Yes,No,1,Fiber optic,Month-to-month,Yes,80.55,Yes,0,1,0.0,80.55,Electronic check
No,Yes,Yes,12,Fiber optic,Month-to-month,Yes,84.5,Yes,2,0,169.0,0.0,Electronic check
No,No,No,22,Fiber optic,Month-to-month,Yes,84.3,Yes,1,1,84.3,84.3,Mailed check
No,No,No,2,Fiber optic,Month-to-month,Yes,67.75,Yes,0,0,0.0,0.0,Electronic check
Yes,No,No,27,Fiber optic,Month-to-month,Yes,85.25,Yes,0,1,0.0,85.25,Electronic check
No,No,No,10,Fiber optic,Month-to-month,Yes,80.05,Yes,1,0,80.05,0.0,Automatic
No,No,No,1,No,Month-to-month,No,20.0,Yes,0,0,0.0,0.0,Mailed check
No,No,No,22,DSL,Month-to-month,Yes,48.8,Yes,1,0,48.8,0.0,Automatic
Yes,No,No,1,Fiber optic,Month-to-month,Yes,85.05,Yes,0,1,0.0,85.05,Electronic check
No,Yes,Yes,21,Fiber optic,Month-to-month,Yes,102.8,Yes,3,2,308.4,205.6,Electronic check
No,No,No,6,Fiber optic,Month-to-month,Yes,99.95,Yes,2,2,199.9,199.9,Mailed check
No,Yes,No,72,Fiber optic,One year,Yes,117.8,Yes,4,2,471.2,235.6,Automatic
Yes,No,No,54,Fiber optic,Month-to-month,Yes,79.5,Yes,1,0,79.5,0.0,Electronic check
No,Yes,No,3,Fiber optic,Month-to-month,Yes,79.65,Yes,1,0,79.65,0.0,Automatic
No,No,No,8,Fiber optic,Month-to-month,Yes,94.7,Yes,1,2,94.7,189.4,Electronic check
No,No,No,5,Fiber optic,Month-to-month,Yes,92.5,Yes,1,1,92.5,92.5,Electronic check
No,Yes,Yes,1,No,Month-to-month,No,19.45,Yes,0,0,0.0,0.0,Mailed check
No,No,No,2,Fiber optic,Month-to-month,Yes,75.55,Yes,0,0,0.0,0.0,Electronic check
No,Yes,Yes,1,Fiber optic,Month-to-month,Yes,70.0,Yes,0,0,0.0,0.0,Electronic check
No,Yes,Yes,65,DSL,Two year,Yes,74.8,Yes,2,2,149.6,149.6,Automatic
No,Yes,No,33,Fiber optic,Month-to-month,Yes,104.4,Yes,2,2,208.8,208.8,Electronic check
No,No,No,15,Fiber optic,Month-to-month,No,86.2,Yes,1,1,86.2,86.2,Electronic check
No,Yes,Yes,30,DSL,Month-to-month,No,51.2,Yes,1,2,51.2,102.4,Automatic
No,No,No,2,No,Month-to-month,No,19.5,Yes,0,0,0.0,0.0,Mailed check
Yes,No,No,4,Fiber optic,Month-to-month,Yes,74.9,Yes,0,0,0.0,0.0,Electronic check
No,No,No,2,Fiber optic,Month-to-month,No,74.9,Yes,0,0,0.0,0.0,Automatic
No,No,No,25,Fiber optic,Month-to-month,Yes,100.25,Yes,1,2,100.25,200.5,Electronic check
Yes,No,No,25,Fiber optic,Month-to-month,Yes,102.8,Yes,2,2,205.6,205.6,Mailed check
